# key_hex	key_dec	text
0x011d	285	Du kan ikke ignorere dig selv.
0x0123	291	Afbrudt fra serveren
0x0125	293	Forbundet til spilserver som
0x0128	296	Bedømmelser
0x0129	297	for at\\nafmelde spillet.
0x012a	298	at vende tilbage.
0x012b	299	Vent på din
0x012c	300	Tving din
0x012d	301	Gem spil
0x012e	302	Annuller spil:
0x012f	303	Annuller spil
0x0130	304	Tving fortabelse:
0x0131	305	Vente
0x0132	306	Stop med at spille og gem spillet.
0x0133	307	har forladt et ufærdigt vurderet spil:
0x0134	308	Stop med at spille, og optag ikke resultatet af dette spil.
0x0135	309	Gem spil:
0x0136	310	Tving fortabt
0x0137	311	Vente:
0x0140	320	OK
0x0142	322	Lydadvarsel
0x0164	356	Alert
0x0165	357	OK
0x0168	360	Ophæve
0x016c	364	Ignorere
0x016d	365	Profil
0x016e	366	Sende
0x016f	367	Tæt
0x0179	377	Støvle
0x017c	380	sekunder.
0x0180	384	Invitere
0x01f5	501	har afvist din invitation.\\nReason:
0x0b48	2888	Lær mere
0x0b4c	2892	Vis et link til mit spil i\\nmy Yahoo!
0x0b4d	2893	Lær mere
0x0b80	2944	Ur
0x0c5b	3163	Dine
0x0d35	3381	Valgmuligheder
0x0d36	3382	Færdig
0x0d43	3395	Valgmuligheder
0x0d44	3396	Ur
0x0dde	3550	Avatarer:
0x0de8	3560	Ukvemsfilter:
0x0e0c	3596	minut.
0x0e1b	3611	Ingen
0x0e1c	3612	Stærk
0x0e1d	3613	Svag
0x111f	4383	Game Over:
0x1129	4393	Tid tilbage:
0x1131	4401	Reklame:
0x11bf	4543	Vælg Type
0x11c0	4544	OK
0x11c1	4545	solid
0x11c2	4546	stribe
0x11c6	4550	har bolden i hånden.
0x1213	4627	Vælg lomme.
0x1214	4628	Klik på en bold, du ønsker at slå.
0x1217	4631	Træk cue med venstre museknap.
0x1225	4645	Fuldstændig!
0x1243	4675	Tryk på mellemrumstasten for at skyde.
0x1244	4676	Træk med Shift+venstre museknap for at skyde.
0x1245	4677	Træk med højre museknap for at skyde.
0x1252	4690	Kradse!
0x1253	4691	Skyd igen!
0x1254	4692	Skud!
0x125c	4700	Hvilken boldtype vil du gerne spille?
0x125d	4701	Du må gerne flytte stødbolden, før du skyder.
0x12b5	4789	nulstilles
0x132c	4908	30 sek.
0x132d	4909	ingen timer.
0x132e	4910	bedømt.
0x132f	4911	sek.
0x1338	4920	engelsk
0x136c	4972	Magt
0x13fc	5116	Tid pr. træk:
0x13fd	5117	Timer
0x1400	5120	Ophæve
0x1401	5121	Otteboldspil
0x1402	5122	Spilmuligheder
0x1403	5123	Bedømt spil.
0x1404	5124	Starte
0x1405	5125	Uddannelse.
0x140a	5130	sek.
0x1413	5139	vinder spillet.
0x158a	5514	Macintosh-platformen understøtter ikke livescript.
0x159b	5531	Stemme
0x1605	5637	Tid til kampstart:
0x1629	5673	1 dag
0x162a	5674	1 time
0x162b	5675	1 minut
0x162c	5676	10 minutter
0x162d	5677	15 minutter
0x162e	5678	3 timer
0x162f	5679	30 minutter
0x1630	5680	5 minutter
0x1631	5681	Forbyde
0x1632	5682	Sparke
0x1633	5683	Stum
0x1634	5684	Værelsesadministration:
0x1676	5750	Ophæve
0x1677	5751	Lær mere
0x1694	5780	ni bold spil
0x1696	5782	9-bold pool er tilgængelig for Yahoo!
0x169c	5788	9-bold pool er tilgængelig for Yahoo!
0x16b2	5810	8-bold.
0x16b3	5811	9-bold.
0x16b5	5813	8-bold.
0x16b6	5814	9-bold.
0x16b7	5815	Uddannelse.
0x16b8	5816	Beskrivelse: \\n (valgfrit)
0x16b9	5817	Vis All-Star\\n-medlemskab
0x16ba	5818	Stemme
0x1761	5985	Ophæve
0x1762	5986	Spilmuligheder
0x1763	5987	Starte
0x179d	6045	y
0x18cd	6349	Byt
0x18ce	6350	Kunne ikke åbne tabelvinduet.\\nIndstil venligst din browser til at tillade pop op-vinduer for dette websted, og prøv igen.
0x18cf	6351	Forsøger at pop-up tabelvindue...
