# key_hex	key_dec	text
0x00aa	170	Boot
0x00ab	171	*** Peruutuspyyntö.
0x00ac	172	*** Vain kutsumasi ihmiset voivat pelata pöydässäsi nyt.
0x00ae	174	- Taulukko:
0x00af	175	*** Olet tämän pöydän isäntä.
0x00b0	176	Peli:
0x00b1	177	Sinun
0x00b2	178	Odotetaan, että vastustaja napsauttaa 'Aloita'.
0x00b4	180	on jättänyt kesken arvostetun pelin.\\n
0x00b5	181	*** Peli
0x00b6	182	tallennettu.
0x00b7	183	Kutsu
0x00b8	184	kumppani
0x00b9	185	Ääni
0x00ba	186	Jos
0x00bf	191	Anna nimi:
0x00c0	192	Valitse luettelosta
0x00c1	193	- tai -
0x00c9	201	Ping
0x00ca	202	Pelaajan tiedot
0x00cb	203	Lähetä pikaviesti:
0x00cc	204	sekuntia.
0x00ce	206	minuuttia.
0x00cf	207	Joutoaika:
0x00e1	225	Taulukko
0x00e2	226	Kuka katsoo
0x00e3	227	vaihtoehdot:
0x00e4	228	LIITY
0x00e8	232	kirjoittaja
0x00e9	233	Rtng
0x00ea	234	sekuntia.\\nOma nettoviive:
0x00eb	235	on kutsunut sinut istumaan.
0x00f0	240	Sinulla on vanha versio asiakasohjelmasta välimuistissasi.
0x00f2	242	Ping lähetetty ... odottaa vastausta.
0x00f4	244	väliaikainen
0x00f5	245	Nimi
0x00f6	246	Yritetään muodostaa yhteyttä pelipalvelimeen
0x00f7	247	Pelaa nyt
0x00f9	249	Poistu peleistä
0x00fb	251	nettoviive:
0x00fd	253	Sanoa:
0x00ff	255	Otetaan yhteyttä pelipalvelimeen...
0x0102	258	Virhe: Järjestelmäresurssit loppuvat.\\nSulje kaikki tarpeettomat ikkunat ja sovellukset.\\nSulje sitten peliikkuna ja yritä uudelleen.
0x0105	261	Ei voida muodostaa yhteyttä palvelimeen.\\nYksi neljästä asiasta saattoi aiheuttaa tämän:\\n1)Olet palomuurin takana.\\n2)Et ole yhteydessä Internetiin.\\n3)Pelipalvelin ei toimi.\\n4)Välimuistissasi on vanhentunut sivu.
0x0106	262	Luo taulukko
0x0108	264	Pienet ikkunat
0x0109	265	Tbl
0x010b	267	Sinut on käynnistetty pöydästä
0x010c	268	Yhteys palvelimeen katkaistu... Liian kauan tyhjäkäynti
0x0111	273	Pikaviestit vain \\nystäviltä
0x0115	277	... ladataan huoneen tilaa
0x0118	280	Virhe kirjautuessa palvelimelle.
0x0119	281	Hylkää kaikki\\n-kutsut
0x011c	284	Rung
0x011d	285	Et voi sivuuttaa itseäsi.
0x0123	291	Yhteys palvelimeen katkaistu
0x0125	293	Yhdistetty pelipalvelimeen nimellä
0x0128	296	Arviot
0x0129	297	to\\n erota peli.
0x012a	298	palata.
0x012b	299	Odota omaasi
0x012c	300	Pakota sinun
0x012d	301	Tallenna peli
0x012e	302	Peru peli:
0x012f	303	Peruuta peli
0x0130	304	Force Forfeit:
0x0131	305	Odota
0x0132	306	Lopeta pelaaminen ja tallenna peli.
0x0133	307	on hylännyt keskeneräisen arvioidun pelin:
0x0134	308	Lopeta pelaaminen äläkä tallenna tämän pelin tulosta.
0x0135	309	Tallenna peli:
0x0136	310	Force Forfeit
0x0137	311	Odota:
0x0140	320	OK
0x0142	322	Äänihälytys
0x0164	356	Varoitus
0x0165	357	OK
0x0168	360	Peruuttaa
0x016c	364	Sivuuttaa
0x016d	365	Profiili
0x016e	366	Lähetä
0x016f	367	Lähellä
0x0179	377	Boot
0x017c	380	sekuntia.
0x0180	384	Kutsu
0x01f5	501	on hylännyt kutsusi.\\nSyy:
0x0b48	2888	Lisätietoja
0x0b4c	2892	Näytä linkki peliini in\\nmy Yahoo!
0x0b4d	2893	Lisätietoja
0x0b80	2944	Katsella
0x0c5b	3163	Sinun
0x0d35	3381	Vaihtoehdot
0x0d36	3382	Tehty
0x0d43	3395	Vaihtoehdot
0x0d44	3396	Katsella
0x0dde	3550	Avatarit:
0x0de8	3560	Kiroilusuodatin:
0x0e0c	3596	minuutti.
0x0e1b	3611	Ei mitään
0x0e1c	3612	Vahva
0x0e1d	3613	Heikko
0x111f	4383	Peli päättyy:
0x1129	4393	Aikaa jäljellä:
0x1131	4401	Mainos:
0x11bf	4543	Valitse Tyyppi
0x11c0	4544	OK
0x11c1	4545	kiinteä
0x11c2	4546	raita
0x11c6	4550	on pallo kädessään.
0x1213	4627	Valitse tasku.
0x1214	4628	Napsauta palloa, johon haluat lyödä.
0x1217	4631	Vedä vihjettä hiiren vasemmalla painikkeella.
0x1225	4645	Virhe!
0x1243	4675	Paina välilyöntiä ampuaksesi.
0x1244	4676	Vedä Shift + hiiren vasen painike ampuaksesi.
0x1245	4677	Vedä hiiren oikealla painikkeella ampuaksesi.
0x1252	4690	Raaputa!
0x1253	4691	Ammu uudelleen!
0x1254	4692	Ampua!
0x125c	4700	Mitä pallotyyppiä haluaisit pelata?
0x125d	4701	Voit siirtää lyöntipalloa ennen kuin ammut.
0x12b5	4789	nollaa
0x132c	4908	30 sek.
0x132d	4909	ei ajastinta.
0x132e	4910	arvioitu.
0x132f	4911	sek.
0x1338	4920	englanti
0x136c	4972	Tehoa
0x13fc	5116	Aika per liike:
0x13fd	5117	Ajastin
0x1400	5120	Peruuttaa
0x1401	5121	Kahdeksan pallon peli
0x1402	5122	Pelivaihtoehdot
0x1403	5123	Arvosteltu peli.
0x1404	5124	Aloita
0x1405	5125	Koulutus.
0x140a	5130	sek.
0x1413	5139	voittaa pelin.
0x158a	5514	Macintosh-alusta ei tue livescriptiä.
0x159b	5531	Ääni
0x1605	5637	Pelin alkamisaika:
0x1629	5673	1 päivä
0x162a	5674	1 tunti
0x162b	5675	1 minuutti
0x162c	5676	10 minuuttia
0x162d	5677	15 minuuttia
0x162e	5678	3 tuntia
0x162f	5679	30 minuuttia
0x1630	5680	5 minuuttia
0x1631	5681	Kieltää
0x1632	5682	Potkia
0x1633	5683	Mykistä
0x1634	5684	Huoneen hallinto:
0x1676	5750	Peruuttaa
0x1677	5751	Lisätietoja
0x1694	5780	Yhdeksän pallon peli
0x1696	5782	Yhdeksän pallon allas on Yahoo!
0x169c	5788	Yhdeksän pallon allas on Yahoo!
0x16b2	5810	8-pallo.
0x16b3	5811	9-pallo.
0x16b5	5813	8-pallo.
0x16b6	5814	9-pallo.
0x16b7	5815	Koulutus.
0x16b8	5816	Kuvaus:\\n (valinnainen)
0x16b9	5817	Näytä All-Star\\n-jäsenyys
0x16ba	5818	Ääni
0x1761	5985	Peruuttaa
0x1762	5986	Pelivaihtoehdot
0x1763	5987	Aloita
0x179d	6045	y
0x18cd	6349	Vaihtaa
0x18ce	6350	Taulukkoikkunaa ei voitu avata.\\nAseta selaimesi sallimaan ponnahdusikkunat tälle sivustolle ja yritä uudelleen.
0x18cf	6351	Yritetään avata pöytäikkuna...
