# key_hex	key_dec	text
0x00e1	225	Tabili
0x00e2	226	Ta ni Wiwo
0x00e3	227	awọn aṣayan:
0x00e4	228	Darapọ mọ
0x00e8	232	nipasẹ
0x00e9	233	Rtng
0x00ea	234	aaya.\\nIdaduro nẹtiwọọki mi:
0x00eb	235	ti pè yín láti jókòó.
0x00f0	240	O ni ẹya atijọ ti alabara ninu kaṣe rẹ.
0x00f2	242	Pingi firanṣẹ ... nduro fun esi.
0x00f4	244	ipese
0x00f5	245	Oruko
0x00f6	246	Igbiyanju lati sopọ si olupin awọn ere
0x00f7	247	Play Bayi
0x00f9	249	Jade Awọn ere Awọn
0x00fb	251	's net idaduro:
0x00fd	253	Sọ pé:
0x00ff	255	Olubasọrọ awọn ere…
0x0102	258	Aṣiṣe: Ko si awọn orisun eto.\\nPa eyikeyi awọn ferese ati awọn ohun elo ti ko nilo.\\nLẹhinna tii awọn window awọn ere ki o tun gbiyanju lẹẹkansi.
0x0105	261	Ko le sopọ mọ olupin.\\nỌkan ninu awọn nkan mẹrin le ti fa eyi:\\n1) O wa lẹhin ogiriina kan.\\n2) Iwọ ko sopọ mọ intanẹẹti.\\n3) olupin ere naa ti lọ silẹ.\\n4)O ni oju-iwe ti o duro ninu kaṣe rẹ.
0x0106	262	Ṣẹda Table
0x0108	264	Windows kekere
0x0109	265	Tbl
0x010b	267	O ti gbe soke lati tabili
0x010c	268	Ge asopọ lati olupin ... Laišišẹ gun ju
0x0111	273	Awọn IMs lati ọdọ awọn ọrẹ \\n nikan
0x0115	277	... downloading yara ipinle
0x0118	280	Aṣiṣe wíwọlé sinu olupin.
0x0119	281	Kọ gbogbo awọn ifiwepe\\n
0x011c	284	Aago
0x011d	285	O ko le foju ara rẹ.
0x0123	291	Ge asopọ lati olupin
0x0125	293	Ti sopọ si olupin awọn ere bi
0x0128	296	Awọn iwontun-wonsi
0x0129	297	to\\nfisilẹ ere naa.
0x012a	298	lati pada.
0x012b	299	Duro fun tirẹ
0x012c	300	Fi agbara mu rẹ
0x012d	301	Fipamọ Ere
0x012e	302	Fagilee Ere:
0x012f	303	Fagilee Game
0x0130	304	Fi agbara mu Padanu:
0x0131	305	Duro
0x0132	306	Duro ere ati fi ere naa pamọ.
0x0133	307	ti kọ ere ti ko pari:
0x0134	308	Duro ere ati ma ṣe ṣe igbasilẹ abajade ere yii.
0x0135	309	Fi Ere pamọ:
0x0136	310	Fi agbara mu
0x0137	311	Duro:
0x0140	320	O DARA
0x0142	322	Itaniji ohun
0x0164	356	Itaniji
0x0165	357	O DARA
0x0168	360	Fagilee
0x016c	364	Foju
0x016d	365	Profaili
0x016e	366	Firanṣẹ
0x016f	367	Sunmọ
0x0179	377	Bata
0x017c	380	iṣẹju-aaya.
0x0180	384	Pe
0x01f5	501	ti kọ ipe rẹ silẹ.\\nIdi:
0x072c	1836	Akoko ti ko tọ pato.
0x072d	1837	Ilọsi:
0x072e	1838	iseju
0x072f	1839	Àkókò àkọ́kọ́:
0x0730	1840	Fagilee
0x0731	1841	iṣẹju-aaya
0x0732	1842	O DARA
0x0733	1843	Ni julọ
0x0734	1844	Ṣeto Aago
0x0735	1845	iṣẹju fun Gbe
0x0736	1846	Ko si aago
0x073b	1851	Gbe kẹhin
0x073c	1852	Iyaworan ti funni nipasẹ alatako rẹ.\\nṢe o gba bi?
0x073d	1853	won won Game
0x073e	1854	Pese Fa
0x073f	1855	Alatako rẹ ti beere pe ki o gba igbesẹ rẹ tẹlẹ pada.\\n Ṣe eyi jẹ itẹwọgba bi?
0x0740	1856	Yipada Yipada
0x0741	1857	*** Fa ìfilọ kọ.
0x0742	1858	Ṣe o da ọ loju pe o fẹ fi ipo silẹ?
0x0743	1859	AamiEye game.
0x0744	1860	*** yi pada beere
0x0745	1861	Yiya
0x0746	1862	*** yọọ kuro
0x0747	1863	iṣẹju ibẹrẹ akoko.
0x0748	1864	keji afikun.
0x074a	1866	ko si akoko iye to.
0x0751	1873	Ko si
0x0752	1874	min./gbe
0x0753	1875	Ṣeto Aago
0x0754	1876	Olugbalejo tabili nikan le ṣeto awọn aago.
0x0755	1877	Aago:
0x0756	1878	Àkókò:
0x0760	1888	won won.
0x0761	1889	aipin.
0x08da	2266	Pupa
0x08db	2267	Funfun
0x08dd	2269	Pupa
0x08de	2270	Funfun
0x0b48	2888	Kọ ẹkọ diẹ si
0x0b4c	2892	Ṣe afihan ọna asopọ kan si ere mi ni\\nmy Yahoo!
0x0b4d	2893	Kọ ẹkọ diẹ si
0x0b80	2944	Ṣọra
0x0c5b	3163	Tirẹ
0x0c60	3168	Àkókò:
0x0d35	3381	Awọn aṣayan
0x0d36	3382	Ti ṣe
0x0d43	3395	Awọn aṣayan
0x0d44	3396	Ṣọra
0x0dde	3550	Awọn afata:
0x0de8	3560	Àlẹmọ Profanity:
0x0e0c	3596	iseju.
0x0e1b	3611	Ko si
0x0e1c	3612	Alagbara
0x0e1d	3613	Alailagbara
0x111f	4383	Ere ti pari:
0x1129	4393	Asiko ti o seku:
0x1131	4401	Ipolowo:
0x1143	4419	Fi silẹ
0x158a	5514	Syeed Macintosh ko ṣe atilẹyin iwe afọwọkọ.
0x159b	5531	Ohùn
0x1605	5637	Akoko lati bẹrẹ ere:
0x1629	5673	1 ọjọ
0x162a	5674	1 wakati
0x162b	5675	1 iseju
0x162c	5676	10 iṣẹju
0x162d	5677	15 iṣẹju
0x162e	5678	wakati 3
0x162f	5679	30 iṣẹju
0x1630	5680	iṣẹju 5
0x1631	5681	Gbesele
0x1632	5682	Tapa
0x1633	5683	Pa ẹnu mọ́
0x1634	5684	Isakoso Yara:
0x16b8	5816	Apejuwe:\\n(iyan)
0x16b9	5817	Ṣe afihan Gbogbo-Star\\n ẹgbẹ
0x16ba	5818	Ohùn
0x1761	5985	Fagilee
0x1762	5986	Awọn aṣayan ere
0x1763	5987	Bẹrẹ
0x18cd	6349	Yipada
