# key_hex	key_dec	text
0x00e1	225	Tabili
0x00e2	226	Ta ni Wiwo
0x00e3	227	awọn aṣayan:
0x00e4	228	Darapọ mọ
0x00e8	232	nipasẹ
0x00e9	233	Rtng
0x00ea	234	aaya.\\nIdaduro nẹtiwọọki mi:
0x00eb	235	ti pè yín láti jókòó.
0x00f0	240	O ni ẹya atijọ ti alabara ninu kaṣe rẹ.
0x00f2	242	Pingi firanṣẹ ... nduro fun esi.
0x00f4	244	ipese
0x00f5	245	Oruko
0x00f6	246	Igbiyanju lati sopọ si olupin awọn ere
0x00f7	247	Play Bayi
0x00f9	249	Jade Awọn ere Awọn
0x00fb	251	's net idaduro:
0x00fd	253	Sọ pé:
0x00ff	255	Olubasọrọ awọn ere…
0x0102	258	Aṣiṣe: Ko si awọn orisun eto.\\nPa eyikeyi awọn ferese ati awọn ohun elo ti ko nilo.\\nLẹhinna tii awọn window awọn ere ki o tun gbiyanju lẹẹkansi.
0x0105	261	Ko le sopọ mọ olupin.\\nỌkan ninu awọn nkan mẹrin le ti fa eyi:\\n1) O wa lẹhin ogiriina kan.\\n2) Iwọ ko sopọ mọ intanẹẹti.\\n3) olupin ere naa ti lọ silẹ.\\n4)O ni oju-iwe ti o duro ninu kaṣe rẹ.
0x0106	262	Ṣẹda Table
0x0108	264	Windows kekere
0x0109	265	Tbl
0x010b	267	O ti gbe soke lati tabili
0x010c	268	Ge asopọ lati olupin ... Laišišẹ gun ju
0x0111	273	Awọn IMs lati ọdọ awọn ọrẹ \\n nikan
0x0115	277	... downloading yara ipinle
0x0118	280	Aṣiṣe wíwọlé sinu olupin.
0x0119	281	Kọ gbogbo awọn ifiwepe\\n
0x011c	284	Aago
0x011d	285	O ko le foju ara rẹ.
0x0123	291	Ge asopọ lati olupin
0x0125	293	Ti sopọ si olupin awọn ere bi
0x0128	296	Awọn iwontun-wonsi
0x0129	297	to\\nfisilẹ ere naa.
0x012a	298	lati pada.
0x012b	299	Duro fun tirẹ
0x012c	300	Fi agbara mu rẹ
0x012d	301	Fipamọ Ere
0x012e	302	Fagilee Ere:
0x012f	303	Fagilee Game
0x0130	304	Fi agbara mu Padanu:
0x0131	305	Duro
0x0132	306	Duro ere ati fi ere naa pamọ.
0x0133	307	ti kọ ere ti ko pari:
0x0134	308	Duro ere ati ma ṣe ṣe igbasilẹ abajade ere yii.
0x0135	309	Fi Ere pamọ:
0x0136	310	Fi agbara mu
0x0137	311	Duro:
0x0140	320	O DARA
0x0142	322	Itaniji ohun
0x0164	356	Itaniji
0x0165	357	O DARA
0x0168	360	Fagilee
0x016c	364	Foju
0x016d	365	Profaili
0x016e	366	Firanṣẹ
0x016f	367	Sunmọ
0x0179	377	Bata
0x017c	380	iṣẹju-aaya.
0x0180	384	Pe
0x01f5	501	ti kọ ipe rẹ silẹ.\\nIdi:
0x0b48	2888	Kọ ẹkọ diẹ si
0x0b4c	2892	Ṣe afihan ọna asopọ kan si ere mi ni\\nmy Yahoo!
0x0b4d	2893	Kọ ẹkọ diẹ si
0x0b80	2944	Ṣọra
0x0c5b	3163	Tirẹ
0x0d35	3381	Awọn aṣayan
0x0d36	3382	Ti ṣe
0x0d43	3395	Awọn aṣayan
0x0d44	3396	Ṣọra
0x0dde	3550	Awọn afata:
0x0de8	3560	Àlẹmọ Profanity:
0x0e0c	3596	iseju.
0x0e1b	3611	Ko si
0x0e1c	3612	Alagbara
0x0e1d	3613	Alailagbara
0x111f	4383	Ere ti pari:
0x1129	4393	Asiko ti o seku:
0x1131	4401	Ipolowo:
0x11bf	4543	Yan Iru
0x11c0	4544	O DARA
0x11c1	4545	ṣinṣin
0x11c2	4546	adikala
0x11c6	4550	ni rogodo ni ọwọ.
0x1213	4627	Yan apo.
0x1214	4628	Tẹ bọọlu ti o fẹ lati lu.
0x1217	4631	Fa itọka pẹlu bọtini asin osi.
0x1225	4645	Aburu!
0x1243	4675	Tẹ aaye lati titu.
0x1244	4676	Fa pẹlu Shift+ bọtini asin osi lati titu.
0x1245	4677	Fa pẹlu bọtini asin ọtun lati titu.
0x1252	4690	Bibere!
0x1253	4691	Titu Lẹẹkansi!
0x1254	4692	Iyaworan!
0x125c	4700	Iru boolu wo ni o fẹ lati ṣe?
0x125d	4701	O le gbe bọọlu ifẹnukonu ṣaaju ki o to iyaworan.
0x12b5	4789	tunto
0x132c	4908	30 iṣẹju-aaya.
0x132d	4909	ko si aago.
0x132e	4910	won won.
0x132f	4911	iṣẹju-aaya.
0x1338	4920	English
0x136c	4972	Agbara
0x13fc	5116	Akoko fun gbigbe:
0x13fd	5117	Aago
0x1400	5120	Fagilee
0x1401	5121	Mẹjọ Ball Game
0x1402	5122	Awọn aṣayan ere
0x1403	5123	Ti won won game.
0x1404	5124	Bẹrẹ
0x1405	5125	Ikẹkọ.
0x140a	5130	iṣẹju-aaya.
0x1413	5139	AamiEye game.
0x158a	5514	Syeed Macintosh ko ṣe atilẹyin iwe afọwọkọ.
0x159b	5531	Ohùn
0x1605	5637	Akoko lati bẹrẹ ere:
0x1629	5673	1 ọjọ
0x162a	5674	1 wakati
0x162b	5675	1 iseju
0x162c	5676	10 iṣẹju
0x162d	5677	15 iṣẹju
0x162e	5678	wakati 3
0x162f	5679	30 iṣẹju
0x1630	5680	iṣẹju 5
0x1631	5681	Gbesele
0x1632	5682	Tapa
0x1633	5683	Pa ẹnu mọ́
0x1634	5684	Isakoso Yara:
0x1676	5750	Fagilee
0x1677	5751	Kọ ẹkọ diẹ si
0x1694	5780	Mẹsan Ball Game
0x1696	5782	9-ball pool wa si Yahoo!
0x169c	5788	9-ball pool wa si Yahoo!
0x16b2	5810	8-rogodo.
0x16b3	5811	9-rogodo.
0x16b5	5813	8-rogodo.
0x16b6	5814	9-rogodo.
0x16b7	5815	Ikẹkọ.
0x16b8	5816	Apejuwe:\\n(iyan)
0x16b9	5817	Ṣe afihan Gbogbo-Star\\n ẹgbẹ
0x16ba	5818	Ohùn
0x1761	5985	Fagilee
0x1762	5986	Awọn aṣayan ere
0x1763	5987	Bẹrẹ
0x179d	6045	y
0x18cd	6349	Yipada
0x18ce	6350	Ko le ṣii window tabili.\\nJọwọ ṣeto ẹrọ aṣawakiri rẹ lati gba awọn agbejade fun aaye yii ki o tun gbiyanju lẹẹkansi.
0x18cf	6351	Ngbiyanju lati gbe soke ferese tabili...
