# key_hex	key_dec	text
0x0136	310	Force Forfeit
0x0137	311	Wait:
0x0140	320	OK
0x0142	322	Audio Alert
0x0164	356	Alert
0x0165	357	OK
0x0168	360	Cancel
0x016c	364	Ignore
0x016d	365	Profile
0x016e	366	Send
0x016f	367	Close
0x0179	377	Boot
0x017c	380	 seconds.
0x0180	384	Invite
0x01f5	501	 has declined your invitation.\nReason: 
0x072c	1836	Invalid time specified.
0x072d	1837	Increment: 
0x072e	1838	minutes
0x072f	1839	Initial time: 
0x0730	1840	Cancel
0x0731	1841	seconds
0x0732	1842	OK
0x0733	1843	At most 
0x0734	1844	Set Timer
0x0735	1845	 minutes per move
0x0736	1846	No timer
0x073b	1851	Last Move
0x073c	1852	A draw has been offered by your opponent.\nDo you accept?
0x073d	1853	Rated Game
0x073e	1854	Offer Draw
0x073f	1855	Your opponent has requested that his or her previous move be taken back.\nIs this acceptable?
0x0740	1856	Undo Turn
0x0741	1857	*** Draw offer declined.
0x0742	1858	Are you sure you want to resign?
0x0743	1859	 wins the game.
0x0744	1860	*** undo requested
0x0745	1861	Draw
0x0746	1862	*** undo granted
0x0747	1863	 minute initial time. 
0x0748	1864	 second increment.
0x074a	1866	 no time limit.
0x0751	1873	None
0x0752	1874	 min./move
0x0753	1875	Set Timer
0x0754	1876	Only the host of a table may set the timers.
0x0755	1877	Timer: 
0x0756	1878	Time: 
0x0760	1888	 rated.
0x0761	1889	 unrated.
0x08da	2266	Red
0x08db	2267	White
0x08dd	2269	Red
0x08de	2270	White
0x0b48	2888	Learn More
0x0b4c	2892	Show a link to my game in\nmy Yahoo! Messenger status.
0x0b4d	2893	Learn More
0x0b80	2944	Watch
0x0c5b	3163	Your 
0x0c60	3168	Time: 
0x0d35	3381	Options
0x0d36	3382	Done
0x0d43	3395	Options
0x0d44	3396	Watch
0x0dde	3550	Avatars:
0x0de8	3560	Profanity Filter:
0x0e0c	3596	 minute. 
0x0e1b	3611	None
0x0e1c	3612	Strong
0x0e1d	3613	Weak
0x111f	4383	Game Over:
0x1129	4393	Time Left: 
0x1131	4401	Advertisement:
0x1143	4419	Resign
0x158a	5514	The Macintosh platform does not support livescript.
0x159b	5531	Voice
0x1605	5637	Time to game start: 
0x1629	5673	1 day
0x162a	5674	1 hour
0x162b	5675	1 minute
0x162c	5676	10 minutes
0x162d	5677	15 minutes
0x162e	5678	3 hours
0x162f	5679	30 minutes
0x1630	5680	5 minutes
0x1631	5681	Ban
0x1632	5682	Kick
0x1633	5683	Mute
0x1634	5684	Room Administration:
0x16b8	5816	Description:\n(optional)
0x16b9	5817	Show All-Star\nmembership
0x16ba	5818	Voice
0x1761	5985	Cancel
0x1762	5986	Game Options
0x1763	5987	Start
0x18cd	6349	Swap
