# key_hex	key_dec	text
0x01f5	501	odrzucił Twoje zaproszenie.\\nPowód:
0x0b48	2888	Dowiedz się więcej
0x0b4c	2892	Pokaż link do mojej gry w \\nmy Yahoo!
0x0b4d	2893	Dowiedz się więcej
0x0b80	2944	Oglądać
0x0c5b	3163	Twój
0x0d35	3381	Opcje
0x0d36	3382	Zrobione
0x0d43	3395	Opcje
0x0d44	3396	Oglądać
0x0dde	3550	Awatary:
0x0de8	3560	Filtr wulgaryzmów:
0x0e0c	3596	chwila.
0x0e1b	3611	Nic
0x0e1c	3612	Mocny
0x0e1d	3613	Słaby
0x111f	4383	Koniec gry:
0x1129	4393	Pozostały czas:
0x1131	4401	Reklama:
0x11bf	4543	Wybierz Typ
0x11c0	4544	OK
0x11c1	4545	solidny
0x11c2	4546	naszywka
0x11c6	4550	ma piłkę w ręku.
0x1213	4627	Wybierz kieszeń.
0x1214	4628	Kliknij piłkę, którą chcesz uderzyć.
0x1217	4631	Przeciągnij cue lewym przyciskiem myszy.
0x1225	4645	Faul!
0x1243	4675	Naciśnij spację, aby strzelać.
0x1244	4676	Pociągnij za pomocą Shift + lewy przycisk myszy, aby strzelać.
0x1245	4677	Pociągnij prawym przyciskiem myszy, aby strzelać.
0x1252	4690	Zadrapanie!
0x1253	4691	Strzelaj ponownie!
0x1254	4692	Strzelać!
0x125c	4700	Jakim typem piłki chciałbyś grać?
0x125d	4701	Możesz przesunąć bilę białą przed oddaniem strzału.
0x12b5	4789	nastawić
0x132c	4908	30 sek.
0x132d	4909	brak timera.
0x132e	4910	ocenione.
0x132f	4911	sek.
0x1338	4920	angielski
0x136c	4972	Moc
0x13fc	5116	Czas na ruch:
0x13fd	5117	Regulator czasowy
0x1400	5120	Anulować
0x1401	5121	Gra w ósemkę
0x1402	5122	Opcje gry
0x1403	5123	Oceniana gra.
0x1404	5124	Start
0x1405	5125	Szkolenie.
0x140a	5130	sek.
0x1413	5139	wygrywa grę.
0x158a	5514	Platforma Macintosh nie obsługuje skryptu na żywo.
0x159b	5531	Głos
0x1605	5637	Czas rozpocząć grę:
0x1629	5673	1 dzień
0x162a	5674	1 godzina
0x162b	5675	1 minuta
0x162c	5676	10 minut
0x162d	5677	15 minut
0x162e	5678	3 godziny
0x162f	5679	30 minut
0x1630	5680	5 minut
0x1631	5681	Zakaz
0x1632	5682	Rzut
0x1633	5683	Niemy
0x1634	5684	Administracja pokoju:
0x1676	5750	Anulować
0x1677	5751	Dowiedz się więcej
0x1694	5780	Gra w dziewięć piłek
0x1696	5782	Basen z 9 piłkami jest dostępny dla Yahoo!
0x169c	5788	Basen z 9 piłkami jest dostępny dla Yahoo!
0x16b2	5810	8-piłka.
0x16b3	5811	9-piłka.
0x16b5	5813	8-piłka.
0x16b6	5814	9-piłka.
0x16b7	5815	Szkolenie.
0x16b8	5816	Opis: \\n (opcjonalnie)
0x16b9	5817	Pokaż członkostwo All-Star\\n
0x16ba	5818	Głos
0x1761	5985	Anulować
0x1762	5986	Opcje gry
0x1763	5987	Start
0x179d	6045	y
0x18cd	6349	Zamieniać
0x18ce	6350	Nie można otworzyć okna tabeli.\\nUstaw przeglądarkę tak, aby zezwalała na wyskakujące okienka dla tej witryny i spróbuj ponownie.
0x18cf	6351	Próba wyświetlenia wyskakującego okna tabeli...
