# key_hex	key_dec	text
0x00a3	163	*** Hanya orang yang telah anda jemput boleh bermain atau menonton meja anda sekarang.
0x00a4	164	Mulakan Permainan
0x00a5	165	Audio dihidupkan
0x00a6	166	- Hos:
0x00a7	167	Awam
0x00a8	168	Main Robot
0x00aa	170	but
0x00ab	171	*** Pembatalan diminta.
0x00ac	172	*** Hanya orang yang telah anda jemput boleh bermain di meja anda sekarang.
0x00ae	174	- Jadual:
0x00af	175	*** Anda adalah hos meja ini.
0x00b0	176	Permainan:
0x00b1	177	awak
0x00b2	178	Menunggu lawan klik 'Mula'.
0x00b4	180	telah meninggalkan permainan undian yang belum selesai.\\n
0x00b5	181	*** Permainan
0x00b6	182	disimpan.
0x00b7	183	Jemput
0x00b8	184	pasangan
0x00b9	185	Bunyi
0x00ba	186	Jika
0x00bf	191	Masukkan Nama:
0x00c0	192	Pilih Daripada Senarai
0x00c1	193	- atau -
0x00c9	201	Ping
0x00ca	202	Maklumat pemain untuk
0x00cb	203	Hantar mesej segera:
0x00cc	204	detik.
0x00ce	206	minit.
0x00cf	207	Masa terbiar:
0x00e1	225	Jadual
0x00e2	226	Siapa yang Menonton
0x00e3	227	pilihan:
0x00e4	228	SERTAI
0x00e8	232	oleh
0x00e9	233	Rtng
0x00ea	234	saat.\\nKelewatan bersih saya:
0x00eb	235	telah menjemput anda untuk duduk.
0x00f0	240	Anda mempunyai versi lama klien dalam cache anda.
0x00f2	242	Ping dihantar ... menunggu jawapan.
0x00f4	244	sementara
0x00f5	245	Nama
0x00f6	246	Cuba untuk menyambung ke pelayan permainan
0x00f7	247	Main Sekarang
0x00f9	249	Keluar Permainan
0x00fb	251	kelewatan bersih:
0x00fd	253	Katakanlah:
0x00ff	255	Menghubungi pelayan permainan...
0x0102	258	Ralat: Kehabisan sumber sistem.\\nTutup mana-mana tetingkap dan aplikasi yang tidak diperlukan.\\nKemudian tutup tetingkap permainan dan cuba lagi.
0x0105	261	Tidak dapat menyambung ke pelayan.\\nSalah satu daripada empat perkara boleh menyebabkan perkara ini:\\n1)Anda berada di belakang tembok api.\\n2)Anda tidak disambungkan ke Internet.\\n3)Pelayan permainan mati.\\n4)Anda mempunyai halaman lapuk dalam cache anda.
0x0106	262	Cipta Jadual
0x0108	264	Tingkap Kecil
0x0109	265	Tbl
0x010b	267	Anda telah diboot dari meja
0x010c	268	Diputuskan sambungan daripada pelayan ... Melahu terlalu lama
0x0111	273	IM daripada\\nrakan sahaja
0x0115	277	... memuat turun keadaan bilik
0x0118	280	Ralat log masuk ke pelayan.
0x0119	281	Tolak semua\\njemputan
0x011c	284	anak tangga
0x011d	285	Anda tidak boleh mengabaikan diri anda sendiri.
0x0123	291	Diputuskan sambungan daripada pelayan
0x0125	293	Disambungkan ke pelayan permainan sebagai
0x0128	296	Penilaian
0x0129	297	to\\nletakkan permainan.
0x012a	298	untuk kembali.
0x012b	299	Tunggu awak
0x012c	300	Paksa awak
0x012d	301	Simpan Permainan
0x012e	302	Batalkan Permainan:
0x012f	303	Batalkan Permainan
0x0130	304	Force Forfeit:
0x0131	305	Tunggu
0x0132	306	Berhenti bermain dan selamatkan permainan.
0x0133	307	telah meninggalkan permainan dinilai yang belum selesai:
0x0134	308	Berhenti bermain dan jangan\\nrakam keputusan permainan ini.
0x0135	309	Simpan Permainan:
0x0136	310	Force Forfeit
0x0137	311	Tunggu:
0x0140	320	OK
0x0142	322	Makluman Audio
0x0164	356	Makluman
0x0165	357	OK
0x0168	360	Batal
0x016c	364	abaikan
0x016d	365	Profil
0x016e	366	Hantar
0x016f	367	tutup
0x0179	377	but
0x017c	380	detik.
0x0180	384	Jemput
0x01f5	501	telah menolak jemputan anda.\\nSebab:
0x0b48	2888	Ketahui Lebih Lanjut
0x0b4c	2892	Tunjukkan pautan kepada permainan saya di\\nmy Yahoo!
0x0b4d	2893	Ketahui Lebih Lanjut
0x0b80	2944	Tonton
0x0c5b	3163	awak
0x0d35	3381	Pilihan
0x0d36	3382	Selesai
0x0d43	3395	Pilihan
0x0d44	3396	Tonton
0x0dde	3550	Avatar:
0x0de8	3560	Penapis Kata-kata Sesat:
0x0e0c	3596	minit.
0x0e1b	3611	tiada
0x0e1c	3612	kuat
0x0e1d	3613	Lemah
0x111f	4383	Tamat Permainan:
0x1129	4393	Masa Berbaki:
0x1131	4401	Iklan:
0x11bf	4543	Pilih Jenis
0x11c0	4544	OK
0x11c1	4545	padu
0x11c2	4546	jalur
0x11c6	4550	mempunyai bola di tangan.
0x1213	4627	Pilih poket.
0x1214	4628	Klik bola yang anda ingin pukul.
0x1217	4631	Seret isyarat dengan butang tetikus kiri.
0x1225	4645	busuk!
0x1243	4675	Tekan ruang untuk menembak.
0x1244	4676	Tarik dengan butang Shift+kiri tetikus untuk menembak.
0x1245	4677	Tarik dengan butang kanan tetikus untuk menembak.
0x1252	4690	calar!
0x1253	4691	Tembak Lagi!
0x1254	4692	Tembak!
0x125c	4700	Jenis bola yang manakah anda ingin main?
0x125d	4701	Anda boleh menggerakkan bola kiu sebelum anda menembak.
0x12b5	4789	set semula
0x132c	4908	30 saat.
0x132d	4909	tiada pemasa.
0x132e	4910	dinilai.
0x132f	4911	sec.
0x1338	4920	Inggeris
0x136c	4972	kuasa
0x13fc	5116	Masa setiap pergerakan:
0x13fd	5117	Pemasa
0x1400	5120	Batal
0x1401	5121	Permainan Lapan Bola
0x1402	5122	Pilihan Permainan
0x1403	5123	Permainan diberi nilai.
0x1404	5124	Mulakan
0x1405	5125	Latihan.
0x140a	5130	sec.
0x1413	5139	memenangi permainan.
0x158a	5514	Platform Macintosh tidak menyokong skrip langsung.
0x159b	5531	Suara
0x1605	5637	Masa untuk memulakan permainan:
0x1629	5673	1 hari
0x162a	5674	1 jam
0x162b	5675	1 minit
0x162c	5676	10 minit
0x162d	5677	15 minit
0x162e	5678	3 jam
0x162f	5679	30 minit
0x1630	5680	5 minit
0x1631	5681	Larangan
0x1632	5682	sepak
0x1633	5683	bisu
0x1634	5684	Pentadbiran Bilik:
0x1676	5750	Batal
0x1677	5751	Ketahui Lebih Lanjut
0x1694	5780	Permainan Sembilan Bola
0x1696	5782	Kolam 9 bola tersedia untuk Yahoo!
0x169c	5788	Kolam 9 bola tersedia untuk Yahoo!
0x16b2	5810	8-bola.
0x16b3	5811	9-bola.
0x16b5	5813	8-bola.
0x16b6	5814	9-bola.
0x16b7	5815	Latihan.
0x16b8	5816	Penerangan:\\n(pilihan)
0x16b9	5817	Tunjukkan keahlian All-Star\\n
0x16ba	5818	Suara
0x1761	5985	Batal
0x1762	5986	Pilihan Permainan
0x1763	5987	Mulakan
0x179d	6045	y
0x18cd	6349	Tukar
0x18ce	6350	Tidak dapat membuka tetingkap jadual.\\nSila tetapkan penyemak imbas anda untuk membenarkan tetingkap timbul untuk tapak ini dan cuba lagi.
0x18cf	6351	Cuba untuk muncul tetingkap meja...
